pp,response_id,color_drink,color_drink_coded_1,color_drink_coded_2,color_drink_coded_3,color_health,color_health_coded_1,color_health_coded_2,color_health_coded_3,color_own,Color_own_coded_1,Color_own_coded_2,Color_own_coded_3
493,R_DwXCEU8Fx0Qt0Xv,"Yes. Too much alcohol overworks the liver and the urine is very dark,",diet,health,,"Too dark, and the liver is overworked leading to overall health problems",organ,,,Nope!,no_effect,,
494,R_240q5vW6cN9BVaI,"The colour is directly linked to how dehydrated a person is, if the colour is dark they need to drink more whilst colourless indicates they are enough (or too much).",hydration,amount,,If outwith the norms on a regular basis could indicate kidney dysfunction etc,organ,,,"Affects when and how much water I drink, e.g. if I notice it is quite dark then I will drink more.",drink_more,,
496,R_2Y4mdNnXii0YpXJ,Well i used to believe that it was strongly related however i've read recently that they dont believe there is a strong a correlation between urine colour and dehydration,no_effect,,,quite a bit,N/A,,,yes if its darker i drink more lol,drink_more,,
498,R_2xxHng4xp6NyASw,Clearer means that they have been drinking enough.,amount,,,Clear urine is a good indicator of healthiness.,color,,,If my urine is darker then it is an indicator to have a glass of water.,drink_more,,
499,R_29iyhXgfaDcUp7q,"I believe that the darker the urine, the more toxins are in it/dehydrated you are so you should drink more water",toxins,hydration,amount,Darker urine on a regular basis could signify something is not quite right health wise,disease,,,"Yes, if its darker, I will make more effort to drink more water that day",drink_more,,
500,R_3NOKLOQH8KNVEKp,how hydrated or dehydrated they are,hydration,,,it can show how effectively kidneys are working,organ,,,if its very dark I may notice and think I need to drink more water,awareness,,
502,R_3LhCpwy5XGqe4rr,How diluted the urine is; how much waste water is comprised of water rather than pure urea,concentration,,,"lighter = more hydrated, and therefore more healthy.",color,hydration,,"Sometimes if my urine is very dark, I will make a conscious effort to hydrate better",sometimes_more,,
504,R_3ISmx8w3SrugiUB,more you drink lighter your urine is,amount,,,no idea,N/A,,,don't do it,N/A,,
505,R_27DpsB7TMjkPttv,"I think that if your urine is dark, it often means that you are dehydrated or have not drunk enough fluids. However, it can also indicate other health conditions.",hydration,amount,health,"Dark urine can reflect underlying health conditions, including those to do with your kidneys.",disease,organ,,"If my urine seems darker than normal, I will try to drink more water.",drink_more,,
506,R_1itm4dpvsgj3iY1,The darker the urine the less hydrated the person is.,hydration,,,Many medical tests use urine to determine if a person suffers from certain health issues.,N/A,,,If i see dark urine I drink more water as dark urine indicates that I am dehydrated.,drink_more,,
507,R_31iKp2wxXxAjva3,the more you drink the pailer the colour of urine,amount,,,dark urine can mean an underlying health disorder and pail urine indicates good health,color,,,if my urine darkens I would immediately try to drink more water,drink_more,,
508,R_2UivX7q3gKapL04,It may indicate dehydration,hydration,,,I don't know,N/A,,,If it is very dark I drink more water,drink_more,,
509,R_2w4dEuRGlhVYwIT,"The lighter the colour of the urine, the better hydrated one is.",hydration,,,Dark urine could indicate disease (kidney or other),disease,organ,,"I definitely concentrate more on drinking more water when my urine is darker. In fact, I regularly monitor the colour.",awareness,,
510,R_DAYZWiYQ2ugwh69,the darker the urine the less someone drinks,amount,hydration,,maybe ill if urine is dark,color,,,it does not affect how much I drink,no_effect,,
511,R_2f7CA4uE9omLD7A,Urine colour can show if you are dehydrated or not.,hydration,,,I think urine colour is very much related to health.,color,,,I use urine colour to inform me if I am drinking enough or not and as I have immune diseases I use it to see if I may be in a flare or not.,awareness,,
512,R_1PUH1kH5tzkUAa0,The clearer it is the more water they drink.,amount,,,Dark urine means that kidneys are working harder to get things out of the body which can reflect poor health.,organ,color,,I drink more water if it is darker.,drink_more,,
513,R_3oO87FsDptNhIt3,How hydrated they are. The darker the urine the more dehydrated someone is.,hydration,,,Lighter colour means someone is healthier,color,,,If I think it is looking too dark I will drink more water to hydrate myself,drink_more,,
515,R_24ckNsrF9OqqIfp,If the colour is very dark it can indicate that the person could be dehydrated.,hydration,,,Dark urnine could indicate the person may have a health concern.,disease,,,If my urine was dark I would make an effort to drink more fluids.,drink_more,,
516,R_Wkdk9LaTwUmpcWJ,The darker the colour of one's urine most likely indicates that they aren't hydrating properly and drinking enough water.,hydration,amount,,The colour can indicate internal processes and reflects certain dietary matters.,diet,,,"If it is a colour I'm not used to, then I attempt to cut back on any soft drinks.",awareness,,
517,R_1FEulfPxkO6z2ey,The lighter the colour the more hydrated they are,hydration,,,Affects the kidneys and liver,N/A,organ,,I try to drink more fluids to lighten the colour of my urine,drink_more,,
518,R_1dnulGHRe691qyd,if you are not drinking enough fluids your urine will be dark in colour.and if its too light they could be drinking to much.,amount,,,if someones urine is light in colour then they are well hydrated so therefore I think they should be healthy,color,hydration,,if my own urine is on the darker side I know that I should be drinking more,awareness,,
519,R_3qHIkFYHBFGPNAA,"The more strong yellow the urine, the more dehydrated they are, therefore the less they are drinking.",hydration,amount,,"It is unhealthy to be dehydrated, so yellow urine is unhealthy.",color,hydration,,"If I notice my urine is a stronger colour, I make more effort to drink.",drink_more,,
520,R_potxzYJVzLhcC3v,If they are dehydrated or not,hydration,,,Unsure,N/A,,,Doesn't make a difference to me,no_effect,,
522,R_1gBzk8IOnKkStw8,If they dont drink enough their urine will be darker and could indicate that they are dehydrated,amount,hydration,,The clearer the urine usually the healthier the person.,color,,,"If its a bit dark i try to drink more water through the day,",drink_more,,
523,R_1o4JWOgyrkkf6MB,THE DARKER YELLOW THE MORE DEHYDRATED THEY ARE,hydration,,,DEHYDRATION,hydration,,,ID DOESNT REALLY,no_effect,,
524,R_4YFeXfopk128qbL,Darker the urine the more dehydrated they are,hydration,,,I guess darker urine may be a bad thing?,color,,,"If my urine is dark, i will have a drink",drink_more,,
525,R_1j6AJFfXffKj2tC,Says to me their level of hydration is either good or bad.,hydration,,,"Says to me if it's nice and clear that they live a healthier lifestyle, ensuring they take in the average recommended amount of water which I believe is around 2litres a day.",color,hydration,,"It reminds me to drink more water, or squash as I suffer quite badly with Kidney Stones and after many tests all I was told wasâ€¦drink more water and reduce salt intakeâ€¦",awareness,,
526,R_1IZDbGi4RyHjAAW,Light colour indicates sufficient drinking,amount,,,Light colour indicates a healthier diet,diet,,,It doesn't really affect unless it is really dark,sometimes_more,,
527,R_2wQUX8VrH885ROa,"Brighter the colour the less they drink in the day, notice it day to day",amount,,,yes - to an extent,N/A,,,influences the amount I drink throughout the rest of the day,drink_more,,
528,R_1q4kNcwCjVNosCf,I think that the darker the colour the more dehydrated they are.,hydration,,,I think that if someone persistently has dark urine then they need to drink more healthy fluids such as water. Also if someone finds red in their urine then they need to seek medical advice ASAP.,color,hydration,,"If I find that my urine is dark in colour, if possible I will always then try and down at least a pint of water as I know that my body will be dehydrated.",awareness,,
529,R_28CWJT9xv9NlO2g,Lighter coloured urine means the person drinks more and are well hydrated,amount,hydration,,Light coloured urine means they are healthier because they are hydrated and kidneys etc are functioning,color,organ,hydration,I drink more if urine is dark and dehyrated,drink_more,,
530,R_33vgXOodpNR682d,"Lighter usually indicates more hydrated. Proper clear probably indicates over-hydrated, but probably not something to worry about. Darker suggests under-hydrated and probably worth taking on some liquids. But all a bit depend on what they're drinking, exercise, time since drink etc.",hydration,amount,diet,"Probably want to see something straw coloured most of the time to be healthy. Any ""odd"" colours probably worth getting checked out, or if it's dark no matter how much you drink.",color,disease,organ,"If it's darker, I'll drink more. I do use it as an indication of hydration, but also feel like I'm over-hydrated rather than under most of the time.",awareness,,
531,R_Zz4IU3tRIdT6R2h,The lighter the shade of urine the more hydrated and more water the person has drunk,hydration,amount,,I think the darker someone's urine the less well they are and it is unhealthy I always worry if my kids urine is dark that they haven't drunk enough that day and get them to drink a glass of water straightaway!,color,color,disease,I definitely am mindful of the colour and know if I need to drink more,awareness,,
532,R_wMYhSuYIoHXGzsJ,It totally reflects it. The body needs liquid to process the internally needs. so it's colour is not clear it means they don't drink a lot.,amount,health ,,I don't think it reflex their health unless it's blood. The colour just reflect if they drink enough or not.,hydration,,,For me the colour is important. If it's not clear it makes me drink more as I listen my body. Also if I drink too much tea/coffee I make sure i drink more water to process it.,awareness,,
